   0  -21    8   (number of answers: 1), answers: [0.38095238095238093]
 -20    0   -3    0   14   (number of answers: 0), answers: []
  -6   66   44   (number of answers: 1), answers: [-0.6666666666666666]
   8  -21  -16   (number of answers: 1), answers: [-0.7619047619047619]
  -6    0  -52   (number of answers: 0), answers: []
  -7  -60   (number of answers: 1), answers: [-8.571428571428571]
   0    0infinite number of answers
  -1    0  -51    0    0   (number of answers: 1), answers: [0.0]
  48    0  -24    0    5   (number of answers: 0), answers: []
  42    0  -36    0   84   (number of answers: 0), answers: []
   3    0   16   (number of answers: 0), answers: []
  -2   12  -40   (number of answers: 1), answers: [3.3333333333333335]
 -26  -32   36   (number of answers: 1), answers: [1.125]
 -36    0   (number of answers: 1), answers: [-0.0]
  16    0   (number of answers: 1), answers: [0.0]
   0   24   30   (number of answers: 1), answers: [-1.25]
  40    0  -22   (number of answers: 0), answers: []
   0    8  -12   (number of answers: 1), answers: [1.5]
  -7    0  -18    0  -48   (number of answers: 0), answers: []
  14    0  -52    0  -48   (number of answers: 0), answers: []
 -54    0    0    0  -64   (number of answers: 0), answers: []
  10    0   (number of answers: 1), answers: [0.0]
  16   -5   (number of answers: 1), answers: [0.3125]
   0  -15   (number of answers: 0), answers: []
  16   -2   (number of answers: 1), answers: [0.125]
   0   50    8   (number of answers: 1), answers: [-0.16]
 -12   15    0   (number of answers: 1), answers: [0.0]
  72   60   14   (number of answers: 1), answers: [-0.23333333333333334]
  56  100   36   (number of answers: 1), answers: [-0.36]
  51  -75   -5   (number of answers: 1), answers: [-0.06666666666666667]
   0    0   -8   (number of answers: 0), answers: []
  30    0   10   (number of answers: 0), answers: []
  76   -9  -60   (number of answers: 1), answers: [-6.666666666666667]
  14    0    0infinite number of answers
  48   28   (number of answers: 1), answers: [-0.5833333333333334]
  18    0   (number of answers: 1), answers: [0.0]
  32    0   56    0    4   (number of answers: 0), answers: []
  -9    0    6    0    0   (number of answers: 1), answers: [0.0]
 -48    0    0    0   -8   (number of answers: 0), answers: []
  -6   75   (number of answers: 1), answers: [12.5]
 -24  -15   (number of answers: 1), answers: [-0.625]
  -4    0  -20   (number of answers: 0), answers: []
  80  -84    0   (number of answers: 1), answers: [-0.0]
 -24  -46   88   (number of answers: 1), answers: [1.9130434782608696]
 -20    0  -68   (number of answers: 0), answers: []
   5  -80  -48   (number of answers: 1), answers: [-0.6]
  51  -15  -69   (number of answers: 1), answers: [-4.6]
 -48    0    0    0   42   (number of answers: 0), answers: []
  25    0   25    0  -60   (number of answers: 0), answers: []
  46    0   69    0    0   (number of answers: 1), answers: [0.0]
 -42    0    0    0   -6   (number of answers: 0), answers: []
 -15    0   48    0    0   (number of answers: 1), answers: [0.0]
  14    0    0    0   51   (number of answers: 0), answers: []
   0  -33   30   (number of answers: 1), answers: [0.9090909090909091]
   5    0   18   (number of answers: 0), answers: []
  28   42   -8   (number of answers: 1), answers: [0.19047619047619047]
  12    0    6    0   72   (number of answers: 0), answers: []
   8    0   48    0   -8   (number of answers: 0), answers: []
 -23    0   72    0  -22   (number of answers: 0), answers: []
   0    0  -30    0  -48   (number of answers: 0), answers: []
  45    0   76    0   25   (number of answers: 0), answers: []
   0    0   -2    0    0   (number of answers: 1), answers: [0.0]
 -38  -69  -57   (number of answers: 1), answers: [-0.8260869565217391]
  12   40    0   (number of answers: 1), answers: [0.0]
   0    0  -12   (number of answers: 0), answers: []
 -11    0   45    0    0   (number of answers: 1), answers: [0.0]
  -9    0   15    0    0   (number of answers: 1), answers: [0.0]
  34    0    0    0   32   (number of answers: 0), answers: []
 -23   60    9   (number of answers: 1), answers: [-0.15]
  40    0   84   (number of answers: 0), answers: []
   3  -18   15   (number of answers: 1), answers: [0.8333333333333334]
  18    0   -8   (number of answers: 0), answers: []
   2  -92  -18   (number of answers: 1), answers: [-0.1956521739130435]
 -54  -52   -8   (number of answers: 1), answers: [-0.15384615384615385]
  24    0    0    0   48   (number of answers: 0), answers: []
   0    0  -26    0   76   (number of answers: 0), answers: []
  12    0   38    0    4   (number of answers: 0), answers: []
  11    0    0infinite number of answers
   0    0  -72   (number of answers: 0), answers: []
 -44   28  -44   (number of answers: 1), answers: [1.5714285714285714]
  -4    0   72   (number of answers: 0), answers: []
 -12   24   36   (number of answers: 1), answers: [-1.5]
  20   20   92   (number of answers: 1), answers: [-4.6]
  12  -30   (number of answers: 1), answers: [2.5]
  33    8   (number of answers: 1), answers: [-0.24242424242424243]
   0   18   -7   (number of answers: 1), answers: [0.3888888888888889]
  60    6   -7   (number of answers: 1), answers: [1.1666666666666667]
  22  -21  -57   (number of answers: 1), answers: [-2.7142857142857144]
  32    0    0    0   46   (number of answers: 0), answers: []
  -4    0  -12    0    2   (number of answers: 0), answers: []
  -1    0   60    0    6   (number of answers: 0), answers: []
   3  -48    6   (number of answers: 1), answers: [0.125]
   3   15  -75   (number of answers: 1), answers: [5.0]
   0   60   18   (number of answers: 1), answers: [-0.3]
   0    0    5    0  -10   (number of answers: 0), answers: []
 -25    0  -40    0   -4   (number of answers: 0), answers: []
  44    0  -10    0   30   (number of answers: 0), answers: []
   0    3  -75   (number of answers: 1), answers: [25.0]
  80   -2   16   (number of answers: 1), answers: [8.0]
   0   -9   44   (number of answers: 1), answers: [4.888888888888889]
  88  -32   (number of answers: 1), answers: [0.36363636363636365]
   0   46   (number of answers: 0), answers: []
 -36   -7   (number of answers: 1), answers: [-0.19444444444444445]
 -36   12   (number of answers: 1), answers: [0.3333333333333333]
  46   76   -2   (number of answers: 1), answers: [0.02631578947368421]
 -42   39  -34   (number of answers: 1), answers: [0.8717948717948718]
  13    0  -24   (number of answers: 0), answers: []
   0    0   -4    0  -12   (number of answers: 0), answers: []
 -12    0  -24    0   46   (number of answers: 0), answers: []
   8    0  -36    0    0   (number of answers: 1), answers: [0.0]
  57    0   (number of answers: 1), answers: [0.0]
  38  -25   (number of answers: 1), answers: [0.6578947368421053]
  48    0   (number of answers: 1), answers: [0.0]
 -30  -20   (number of answers: 1), answers: [-0.6666666666666666]
 -52    0   (number of answers: 1), answers: [-0.0]
   0  -46   (number of answers: 0), answers: []
 -10    0  -16    0    0   (number of answers: 1), answers: [0.0]
   3    0  -96    0  -14   (number of answers: 0), answers: []
   0    0   51    0   14   (number of answers: 0), answers: []
 -27  -25   80   (number of answers: 1), answers: [3.2]
 -16   45   36   (number of answers: 1), answers: [-0.8]
  16   72   -2   (number of answers: 1), answers: [0.027777777777777776]
   0    0  -13    0  -11   (number of answers: 0), answers: []
 -39    0   26    0    0   (number of answers: 1), answers: [0.0]
  16    0   28    0    0   (number of answers: 1), answers: [0.0]
  -8    0   10    0  -48   (number of answers: 0), answers: []
   0    0  -32    0   13   (number of answers: 0), answers: []
  -3    0  -14    0    0   (number of answers: 1), answers: [0.0]
   0   57  -13   (number of answers: 1), answers: [0.22807017543859648]
   2  -12   84   (number of answers: 1), answers: [7.0]
  25   48    0   (number of answers: 1), answers: [0.0]
 -48    0    0    0   48   (number of answers: 0), answers: []
   0    0   24    0  -16   (number of answers: 0), answers: []
   0    0    4    0  -18   (number of answers: 0), answers: []
 -42   19   (number of answers: 1), answers: [0.4523809523809524]
  84  -60   (number of answers: 1), answers: [0.7142857142857143]
 -23   -8    0   (number of answers: 1), answers: [-0.0]
 -36    0  -28   (number of answers: 0), answers: []
   0  -32    0   (number of answers: 1), answers: [-0.0]
 -44   20  -76   (number of answers: 1), answers: [3.8]
  14    0    0infinite number of answers
  16   36  -50   (number of answers: 1), answers: [1.3888888888888888]
 -54    0   21    0    2   (number of answers: 0), answers: []
  57    0    0    0   75   (number of answers: 0), answers: []
 -17    0    0    0   42   (number of answers: 0), answers: []
 -64  -24   (number of answers: 1), answers: [-0.375]
  63  -72   (number of answers: 1), answers: [1.1428571428571428]
   0    0   69   (number of answers: 0), answers: []
   1  -24   68   (number of answers: 1), answers: [2.8333333333333335]
   0  -52  -36   (number of answers: 1), answers: [-0.6923076923076923]
  32    0   22    0    2   (number of answers: 0), answers: []
 -66    0  -11    0   -9   (number of answers: 0), answers: []
  10    0  -39    0  -66   (number of answers: 0), answers: []
   0    0   54    0   15   (number of answers: 0), answers: []
 -22    0   21    0    0   (number of answers: 1), answers: [0.0]
  12    0  -50    0 -100   (number of answers: 0), answers: []
  -9  -48  -80   (number of answers: 1), answers: [-1.6666666666666667]
  -6   36  -10   (number of answers: 1), answers: [0.2777777777777778]
   0  -36    6   (number of answers: 1), answers: [0.16666666666666666]
 100  -34   (number of answers: 1), answers: [0.34]
  -6    0   (number of answers: 1), answers: [-0.0]
 -63    0  -50    0    0   (number of answers: 1), answers: [0.0]
 -10    0  -21    0   26   (number of answers: 0), answers: []
 -33    0   12    0   80   (number of answers: 0), answers: []
   0   -3  -34   (number of answers: 1), answers: [-11.333333333333334]
  57    0  -22   (number of answers: 0), answers: []
   2  -22    0   (number of answers: 1), answers: [-0.0]
   0    0  -20    0    1   (number of answers: 0), answers: []
   9    0   21    0   16   (number of answers: 0), answers: []
   0    0  -25    0   24   (number of answers: 0), answers: []
 -72   40   (number of answers: 1), answers: [0.5555555555555556]
  44  -32   (number of answers: 1), answers: [0.7272727272727273]
   0    0   48   (number of answers: 0), answers: []
   0    0    8   (number of answers: 0), answers: []
   0  -32   22   (number of answers: 1), answers: [0.6875]
 -48    0  -24    0   20   (number of answers: 0), answers: []
 -63    0    0    0  -72   (number of answers: 0), answers: []
 -21    0    0    0  -12   (number of answers: 0), answers: []
   0  -23   24   (number of answers: 1), answers: [1.0434782608695652]
   4   36  -38   (number of answers: 1), answers: [1.0555555555555556]
  30   12   44   (number of answers: 1), answers: [-3.6666666666666665]
   0   34   (number of answers: 0), answers: []
   0  -21   (number of answers: 0), answers: []
 -60    0    0    0    0infinite number of answers
 -36    0  -92    0    0   (number of answers: 1), answers: [0.0]
  30    0  -40    0   12   (number of answers: 0), answers: []
 -12    0    0infinite number of answers
 -64   76    0   (number of answers: 1), answers: [0.0]
   0   12  -12   (number of answers: 1), answers: [1.0]
 -46    0   (number of answers: 1), answers: [-0.0]
   9   60   (number of answers: 1), answers: [-6.666666666666667]
   2    0   26    0  -14   (number of answers: 0), answers: []
  16    0  -18    0   68   (number of answers: 0), answers: []
 -66    0   27    0  -72   (number of answers: 0), answers: []
 -72   12   (number of answers: 1), answers: [0.16666666666666666]
 -36  -84   (number of answers: 1), answers: [-2.3333333333333335]
   0   18  -36   (number of answers: 1), answers: [2.0]
   0    8  -26   (number of answers: 1), answers: [3.25]
   0  -45    0   (number of answers: 1), answers: [-0.0]
  -4    0  -32    0   60   (number of answers: 0), answers: []
  24    0  -69    0    0   (number of answers: 1), answers: [0.0]
 -18    0    0    0  -30   (number of answers: 0), answers: []
 -72  -20    0   (number of answers: 1), answers: [-0.0]
 100   28  -32   (number of answers: 1), answers: [1.1428571428571428]
 -80    0   69   (number of answers: 0), answers: []
   0   68   (number of answers: 0), answers: []
 -42    0   (number of answers: 1), answers: [-0.0]
   0    0infinite number of answers
 -12   -1   (number of answers: 1), answers: [-0.08333333333333333]
 -33    0   (number of answers: 1), answers: [-0.0]
   8   22   (number of answers: 1), answers: [-2.75]
  -8  -63   (number of answers: 1), answers: [-7.875]
  76    4   (number of answers: 1), answers: [-0.05263157894736842]
 -19  -16   (number of answers: 1), answers: [-0.8421052631578947]
  69  -12   (number of answers: 1), answers: [0.17391304347826086]
  21   57   (number of answers: 1), answers: [-2.7142857142857144]
  84    0   (number of answers: 1), answers: [0.0]
 -30   -4    9   (number of answers: 1), answers: [2.25]
   0   12   64   (number of answers: 1), answers: [-5.333333333333333]
 -17  -10   24   (number of answers: 1), answers: [2.4]
 -21    0    0    0  -12   (number of answers: 0), answers: []
 -24    0    0    0   -6   (number of answers: 0), answers: []
  54    0  -44    0  -39   (number of answers: 0), answers: []
   2    0  -19    0  -75   (number of answers: 0), answers: []
  80    0   34    0   40   (number of answers: 0), answers: []
  28    0    0    0   10   (number of answers: 0), answers: []
  38    0   33    0   22   (number of answers: 0), answers: []
  34    0   -5    0  -42   (number of answers: 0), answers: []
   0    0   48    0    0   (number of answers: 1), answers: [0.0]
  30    0   (number of answers: 1), answers: [0.0]
 -40   -4   (number of answers: 1), answers: [-0.1]
 -20    0   19    0   28   (number of answers: 0), answers: []
   0    0  -88    0    0   (number of answers: 1), answers: [0.0]
  13    0  -64    0    0   (number of answers: 1), answers: [0.0]
  30  -14    8   (number of answers: 1), answers: [0.5714285714285714]
  12    0    0infinite number of answers
  16   17 -100   (number of answers: 1), answers: [5.882352941176471]
  27    0   -5    0    0   (number of answers: 1), answers: [0.0]
  39    0  -32    0   24   (number of answers: 0), answers: []
  -1    0  -68    0   63   (number of answers: 0), answers: []
 -20    0   88    0   75   (number of answers: 0), answers: []
  18    0    0    0  -33   (number of answers: 0), answers: []
  -6    0  -30    0  -23   (number of answers: 0), answers: []
 -24    0    0    0   51   (number of answers: 0), answers: []
   0    0   92    0    0   (number of answers: 1), answers: [0.0]
 -24    0    0    0   32   (number of answers: 0), answers: []
 -25    0    0    0   30   (number of answers: 0), answers: []
 -11    0   -6    0   96   (number of answers: 0), answers: []
  84    0    0    0    4   (number of answers: 0), answers: []
 -40    0   -4    0  -10   (number of answers: 0), answers: []
 -12    0   18    0   -8   (number of answers: 0), answers: []
  17    0  -44    0  -34   (number of answers: 0), answers: []
   0   34   (number of answers: 0), answers: []
   0   20   (number of answers: 0), answers: []
  84  -75   (number of answers: 1), answers: [0.8928571428571429]
   8    8   (number of answers: 1), answers: [-1.0]
  16    0  -75    0    0   (number of answers: 1), answers: [0.0]
  24    0  -44    0    3   (number of answers: 0), answers: []
   0    0   -1    0    0   (number of answers: 1), answers: [0.0]
   0  -96   (number of answers: 0), answers: []
  20   45   (number of answers: 1), answers: [-2.25]
  -7  -30  -10   (number of answers: 1), answers: [-0.3333333333333333]
  72    0   75   (number of answers: 0), answers: []
 -60  -20    6   (number of answers: 1), answers: [0.3]
 -10  -12   (number of answers: 1), answers: [-1.2]
 -30  -14   (number of answers: 1), answers: [-0.4666666666666667]
 -80    0   (number of answers: 1), answers: [-0.0]
 -24  -44   (number of answers: 1), answers: [-1.8333333333333333]
 -27    0  -44    0  -96   (number of answers: 0), answers: []
 -66    0  -42    0   72   (number of answers: 0), answers: []
  44    0  -26    0    0   (number of answers: 1), answers: [0.0]
   2  -20   -8   (number of answers: 1), answers: [-0.4]
  18    0   45   (number of answers: 0), answers: []
 -17    0  -40   (number of answers: 0), answers: []
  22   42    0   (number of answers: 1), answers: [0.0]
   0   -6  -32   (number of answers: 1), answers: [-5.333333333333333]
 -46   -9   20   (number of answers: 1), answers: [2.2222222222222223]
   0    0   15    0  -12   (number of answers: 0), answers: []
   0    0  -25    0    0   (number of answers: 1), answers: [0.0]
 -39    0  -12    0   12   (number of answers: 0), answers: []
 -60    0   -4    0    3   (number of answers: 0), answers: []
 -25    0   24    0  -48   (number of answers: 0), answers: []
   8    0   64    0    4   (number of answers: 0), answers: []
  32   -4   (number of answers: 1), answers: [0.125]
 -24   96   (number of answers: 1), answers: [4.0]
   0   36   (number of answers: 0), answers: []
 -21   80   (number of answers: 1), answers: [3.8095238095238093]
   0   16   -3   (number of answers: 1), answers: [0.1875]
   0  -22    9   (number of answers: 1), answers: [0.4090909090909091]
  40    8   10   (number of answers: 1), answers: [-1.25]
 -76    0   12    0    0   (number of answers: 1), answers: [0.0]
 -48    0  -36    0   45   (number of answers: 0), answers: []
   0    0   48    0   21   (number of answers: 0), answers: []
 -48    0   66    0   -3   (number of answers: 0), answers: []
 -52    0   -4    0   36   (number of answers: 0), answers: []
 -96    0    0    0   12   (number of answers: 0), answers: []
  64   48   (number of answers: 1), answers: [-0.75]
   0   -9   (number of answers: 0), answers: []
   0  -26  -10   (number of answers: 1), answers: [-0.38461538461538464]
 -16   -3  -48   (number of answers: 1), answers: [-16.0]
  -3  -96   36   (number of answers: 1), answers: [0.375]
  60   36   (number of answers: 1), answers: [-0.6]
  40    0   (number of answers: 1), answers: [0.0]
  48    0   (number of answers: 1), answers: [0.0]
  48   18   (number of answers: 1), answers: [-0.375]
   0    0  -32   (number of answers: 0), answers: []
   0   44  -45   (number of answers: 1), answers: [1.0227272727272727]
 -44  -80   28   (number of answers: 1), answers: [0.35]
 -16   48   (number of answers: 1), answers: [3.0]
  21   24   (number of answers: 1), answers: [-1.1428571428571428]
  -3  -36   60   (number of answers: 1), answers: [1.6666666666666667]
 -40    0   -3   (number of answers: 0), answers: []
  48   24   72   (number of answers: 1), answers: [-3.0]
   3   48   (number of answers: 1), answers: [-16.0]
 -51    0   (number of answers: 1), answers: [-0.0]
  12  -60   (number of answers: 1), answers: [5.0]
   0   -4   (number of answers: 0), answers: []
  20    0  -14    0   -2   (number of answers: 0), answers: []
 -28    0   -6    0   30   (number of answers: 0), answers: []
  15    0  -17    0    4   (number of answers: 0), answers: []
 -36   15   36   (number of answers: 1), answers: [-2.4]
  16    0    8   (number of answers: 0), answers: []
  46   42  -44   (number of answers: 1), answers: [1.0476190476190477]
   3    0   (number of answers: 1), answers: [0.0]
   3   24   (number of answers: 1), answers: [-8.0]
  88    1   36   (number of answers: 1), answers: [-36.0]
  19   63    3   (number of answers: 1), answers: [-0.047619047619047616]
  48  -36  -25   (number of answers: 1), answers: [-0.6944444444444444]
  -6  -44    0   (number of answers: 1), answers: [-0.0]
  28    0    9   (number of answers: 0), answers: []
 -30    7  -10   (number of answers: 1), answers: [1.4285714285714286]
  13    0  -42    0  -72   (number of answers: 0), answers: []
  60    0   20    0    0   (number of answers: 1), answers: [0.0]
   0    0   50    0    4   (number of answers: 0), answers: []
   0   26   (number of answers: 0), answers: []
   6  -84   (number of answers: 1), answers: [14.0]
  57   17    0   (number of answers: 1), answers: [0.0]
   0  -48  -80   (number of answers: 1), answers: [-1.6666666666666667]
  72    0   -2   (number of answers: 0), answers: []
  28   12   26   (number of answers: 1), answers: [-2.1666666666666665]
  33   40    0   (number of answers: 1), answers: [0.0]
  68    8   10   (number of answers: 1), answers: [-1.25]
 -96   -9   14   (number of answers: 1), answers: [1.5555555555555556]
 -18   16   24   (number of answers: 1), answers: [-1.5]
 -11   -8   -2   (number of answers: 1), answers: [-0.25]
 -25    0  -52    0   14   (number of answers: 0), answers: []
 -33    0   32    0   16   (number of answers: 0), answers: []
  24    0  -21    0  -28   (number of answers: 0), answers: []
  22    8    0   (number of answers: 1), answers: [0.0]
  -5  -75    0   (number of answers: 1), answers: [-0.0]
  30   18  -44   (number of answers: 1), answers: [2.4444444444444446]
  39    0   16    0  -56   (number of answers: 0), answers: []
 -26    0  -15    0   44   (number of answers: 0), answers: []
 -36    0    0    0  -48   (number of answers: 0), answers: []
   3    0    0    0  -14   (number of answers: 0), answers: []
  36    0  -16    0  -21   (number of answers: 0), answers: []
  12    0    4    0  -15   (number of answers: 0), answers: []
  16  -15  -30   (number of answers: 1), answers: [-2.0]
   0    0  -25   (number of answers: 0), answers: []
 -84    0   23   (number of answers: 0), answers: []
 -68    0   68    0  -51   (number of answers: 0), answers: []
  20    0   39    0   50   (number of answers: 0), answers: []
  14    0   38    0    6   (number of answers: 0), answers: []
  -3    0    0    0  -12   (number of answers: 0), answers: []
  -3    0   33    0  -20   (number of answers: 0), answers: []
 -46    0   24    0  -24   (number of answers: 0), answers: []
  -5    9   (number of answers: 1), answers: [1.8]
 -20  -44   (number of answers: 1), answers: [-2.2]
   0    0   50    0    0   (number of answers: 1), answers: [0.0]
  -6    0    0    0    2   (number of answers: 0), answers: []
   0    0  -42    0  -45   (number of answers: 0), answers: []
  24    0   (number of answers: 1), answers: [0.0]
   0  -50   (number of answers: 0), answers: []
   0   38  -14   (number of answers: 1), answers: [0.3684210526315789]
 -63   11    0   (number of answers: 1), answers: [0.0]
  22  -42   44   (number of answers: 1), answers: [1.0476190476190477]
  19    0   (number of answers: 1), answers: [0.0]
  16   20   (number of answers: 1), answers: [-1.25]
   0    0   -6    0    0   (number of answers: 1), answers: [0.0]
  36    0  -88    0   32   (number of answers: 0), answers: []
  54    0  -28    0  -54   (number of answers: 0), answers: []
  42    0   (number of answers: 1), answers: [0.0]
  12  -36   (number of answers: 1), answers: [3.0]
 -16  -32   39   (number of answers: 1), answers: [1.21875]
 -18    4   -4   (number of answers: 1), answers: [1.0]
  32    0   24   (number of answers: 0), answers: []
 -42    0  -12    0    0   (number of answers: 1), answers: [0.0]
  45    0    0    0   24   (number of answers: 0), answers: []
  36    0   30    0  -13   (number of answers: 0), answers: []
 100    0    1   (number of answers: 0), answers: []
  20    5    0   (number of answers: 1), answers: [0.0]
 -54   42   16   (number of answers: 1), answers: [-0.38095238095238093]
   0    0  -42    0  -24   (number of answers: 0), answers: []
   0    0    4    0  -60   (number of answers: 0), answers: []
  63    0   -6    0  -42   (number of answers: 0), answers: []
  44  -26  -10   (number of answers: 1), answers: [-0.38461538461538464]
   3   10  -48   (number of answers: 1), answers: [4.8]
  30   72    0   (number of answers: 1), answers: [0.0]
 -54   60  -12   (number of answers: 1), answers: [0.2]
   2  -22  -75   (number of answers: 1), answers: [-3.409090909090909]
 -72   44  -44   (number of answers: 1), answers: [1.0]
  15    0    0    0    0infinite number of answers
  23    0  -76    0  -15   (number of answers: 0), answers: []
  -2    0   24    0    6   (number of answers: 0), answers: []
  20  -52  -54   (number of answers: 1), answers: [-1.0384615384615385]
   0  -44   -7   (number of answers: 1), answers: [-0.1590909090909091]
  32   45  -34   (number of answers: 1), answers: [0.7555555555555555]
   0    0  -68   (number of answers: 0), answers: []
  -2   15    0   (number of answers: 1), answers: [0.0]
 -19   -3   16   (number of answers: 1), answers: [5.333333333333333]
 -14    0   23   (number of answers: 0), answers: []
 -24   48    0   (number of answers: 1), answers: [0.0]
  69    0    8   (number of answers: 0), answers: []
  36    0    0infinite number of answers
   4    0   -6   (number of answers: 0), answers: []
  60    0   51   (number of answers: 0), answers: []
   0    0   69    0  -21   (number of answers: 0), answers: []
  92    0    3    0   15   (number of answers: 0), answers: []
   0    0   75    0   51   (number of answers: 0), answers: []
 -36  -80   14   (number of answers: 1), answers: [0.175]
   0  -36  -22   (number of answers: 1), answers: [-0.6111111111111112]
  18    5    0   (number of answers: 1), answers: [0.0]
   0  -18   (number of answers: 0), answers: []
   0    0infinite number of answers
 -13    0   (number of answers: 1), answers: [-0.0]
 -12    0   (number of answers: 1), answers: [-0.0]
 -24    0  -21    0  -20   (number of answers: 0), answers: []
   0    0  -50    0   48   (number of answers: 0), answers: []
  18    0    0    0  -40   (number of answers: 0), answers: []
  13    0  -52    0    0   (number of answers: 1), answers: [0.0]
 -30    0    4    0   -1   (number of answers: 0), answers: []
   0    0    0    0  -16   (number of answers: 0), answers: []
  44   32    0   (number of answers: 1), answers: [0.0]
  40   -3   80   (number of answers: 1), answers: [26.666666666666668]
  10   72    0   (number of answers: 1), answers: [0.0]
 -28   -2   (number of answers: 1), answers: [-0.07142857142857142]
  28  -12   (number of answers: 1), answers: [0.42857142857142855]
  40    0    8    0    0   (number of answers: 1), answers: [0.0]
   0    0   44    0  -18   (number of answers: 0), answers: []
   0    0    0    0   16   (number of answers: 0), answers: []
  36    0  -68    0  -32   (number of answers: 0), answers: []
 -84    0    0    0   44   (number of answers: 0), answers: []
   8    0    0    0    0infinite number of answers
   0    0    0infinite number of answers
  44  -20    0   (number of answers: 1), answers: [-0.0]
  92    0  -21   (number of answers: 0), answers: []
 -96  -48   -1   (number of answers: 1), answers: [-0.020833333333333332]
  69   33  -15   (number of answers: 1), answers: [0.45454545454545453]
   0  -26   28   (number of answers: 1), answers: [1.0769230769230769]
  24    0   45    0  -51   (number of answers: 0), answers: []
 -21    0  -19    0    0   (number of answers: 1), answers: [0.0]
   0    0  -32    0    3   (number of answers: 0), answers: []
  -2  -24  -13   (number of answers: 1), answers: [-0.5416666666666666]
  40  -39  -57   (number of answers: 1), answers: [-1.4615384615384615]
   0    0  -20   (number of answers: 0), answers: []
 -63    0   (number of answers: 1), answers: [-0.0]
 -68  -20   (number of answers: 1), answers: [-0.29411764705882354]
   0    0  -17   (number of answers: 0), answers: []
 -48    7   72   (number of answers: 1), answers: [-10.285714285714286]
   5    6    4   (number of answers: 1), answers: [-0.6666666666666666]
  32    0    0infinite number of answers
   4    0  -63   (number of answers: 0), answers: []
   9  -12  -15   (number of answers: 1), answers: [-1.25]
  60   21   (number of answers: 1), answers: [-0.35]
   0   -1   (number of answers: 0), answers: []
   4   -6   (number of answers: 1), answers: [1.5]
 -33    0   (number of answers: 1), answers: [-0.0]
  -5   12    8   (number of answers: 1), answers: [-0.6666666666666666]
   0   -6  -28   (number of answers: 1), answers: [-4.666666666666667]
  76  -16  -21   (number of answers: 1), answers: [-1.3125]
   0   -4   (number of answers: 0), answers: []
  68    2   (number of answers: 1), answers: [-0.029411764705882353]
 100    0   (number of answers: 1), answers: [0.0]
 -66   39   (number of answers: 1), answers: [0.5909090909090909]
   0    0   14    0   45   (number of answers: 0), answers: []
 -51    0  -11    0   15   (number of answers: 0), answers: []
  15    0   20    0   16   (number of answers: 0), answers: []
 -48  -75  -16   (number of answers: 1), answers: [-0.21333333333333335]
 -21   30    0   (number of answers: 1), answers: [0.0]
  -2  -72   -9   (number of answers: 1), answers: [-0.125]
  -1  -12   28   (number of answers: 1), answers: [2.3333333333333335]
  32  -50   23   (number of answers: 1), answers: [0.46]
   0   -9  -36   (number of answers: 1), answers: [-4.0]
  36    0  -50    0  -72   (number of answers: 0), answers: []
   0    0  -16    0   66   (number of answers: 0), answers: []
  -4    0    0    0  -32   (number of answers: 0), answers: []
   0  -17    0   (number of answers: 1), answers: [-0.0]
  60  -44  -40   (number of answers: 1), answers: [-0.9090909090909091]
 -30   12   69   (number of answers: 1), answers: [-5.75]
  24    7   (number of answers: 1), answers: [-0.2916666666666667]
  24  -38   (number of answers: 1), answers: [1.5833333333333333]
 -30    0    8    0   -2   (number of answers: 0), answers: []
  24    0   30    0    8   (number of answers: 0), answers: []
 -16    0   50    0   36   (number of answers: 0), answers: []
   0  -88   -9   (number of answers: 1), answers: [-0.10227272727272728]
   9   27   -5   (number of answers: 1), answers: [0.18518518518518517]
   0    4    0   (number of answers: 1), answers: [0.0]
   8    0   26    0  -21   (number of answers: 0), answers: []
 -76    0   12    0   68   (number of answers: 0), answers: []
   0    0   24    0  -21   (number of answers: 0), answers: []
   0    0    6   (number of answers: 0), answers: []
 -12    0  -24   (number of answers: 0), answers: []
  21  -11  -32   (number of answers: 1), answers: [-2.909090909090909]
 -21    0  -12    0   16   (number of answers: 0), answers: []
   0    0   20    0    0   (number of answers: 1), answers: [0.0]
  48    0   17    0  -28   (number of answers: 0), answers: []
 -45    0   23    0  -48   (number of answers: 0), answers: []
  28    0   -6    0   16   (number of answers: 0), answers: []
   0    0   34    0  -66   (number of answers: 0), answers: []
 -15    0    0    0   72   (number of answers: 0), answers: []
   0    0   24    0   15   (number of answers: 0), answers: []
 -12    0  -20    0   80   (number of answers: 0), answers: []
  39    8   (number of answers: 1), answers: [-0.20512820512820512]
 -92   72   (number of answers: 1), answers: [0.782608695652174]
  66   20   12   (number of answers: 1), answers: [-0.6]
 -50   24   -5   (number of answers: 1), answers: [0.20833333333333334]
   0  -60  -18   (number of answers: 1), answers: [-0.3]
   0  -17  -22   (number of answers: 1), answers: [-1.2941176470588236]
   4    2   16   (number of answers: 1), answers: [-8.0]
 -66   40   84   (number of answers: 1), answers: [-2.1]
  -2   84   (number of answers: 1), answers: [42.0]
   0   -8   (number of answers: 0), answers: []
  -8    0  -44   (number of answers: 0), answers: []
  48   10   32   (number of answers: 1), answers: [-3.2]
   0  -60  -21   (number of answers: 1), answers: [-0.35]
 -21    0  -88    0    0   (number of answers: 1), answers: [0.0]
  36    0  -33    0   33   (number of answers: 0), answers: []
  39    0   13    0  -32   (number of answers: 0), answers: []
